Gene,log2FoldChange (FC),abs(FC),P-adjusted
DYSF,-5.236095865,5.236095865,1.06903E-17
FAM129A,-5.007478049,5.007478049,2.49819E-13
ATG9B,-4.981373148,4.981373148,1.11374E-14
ATP8B3,-4.832961229,4.832961229,1.05752E-11
mCherry,-4.369329277,4.369329277,6.60771E-08
FOSL1,-4.324352274,4.324352274,1.38774E-14
HSPB1,-4.298570043,4.298570043,0.005144364
SLC7A11,-4.100698624,4.100698624,8.30859E-22
ARAP3,-4.082647034,4.082647034,0.000451711
HSPB8,-4.075576838,4.075576838,4.62617E-06
PPAP2C,-4.050829844,4.050829844,0.000209686
LINC00704,-4.030119488,4.030119488,0.000276329
CXorf22,-3.994399219,3.994399219,1.56416E-09
FBXO2,-3.778160063,3.778160063,1.34571E-12
OSCAR,-3.51416675,3.51416675,0.000990092
HKDC1,-3.51066253,3.51066253,8.63172E-05
TMTC1,-3.283392237,3.283392237,3.31347E-13
CHDC2,-3.27502158,3.27502158,4.67974E-07
CEBPB,-3.223984237,3.223984237,0.003812171
RP1-155G6.4,-3.206668123,3.206668123,0.000596736
AKR1C2,-3.142175428,3.142175428,2.10305E-07
PSAT1,-3.134594762,3.134594762,0.000115623
SH3BGRL3,-3.079193795,3.079193795,1.71383E-05
PCYT1B,-3.01565795,3.01565795,1.55052E-07
EGF,-3.008716592,3.008716592,2.80298E-07
ASAP2,-2.967820236,2.967820236,5.70425E-23
AP000253.1,-2.876462823,2.876462823,0.000183827
BHMT2,-2.830450543,2.830450543,1.48669E-51
GLA,-2.82642697,2.82642697,6.85224E-24
NRIP3,-2.80196112,2.80196112,0.006876494
CRLF1,-2.800569805,2.800569805,0.000708468
RP11-65J21.3,-2.773129351,2.773129351,4.13941E-11
TFR2,-2.772482641,2.772482641,0.006318364
CXorf30,-2.596992647,2.596992647,6.04942E-06
ALDH2,-2.589853693,2.589853693,9.01487E-07
PDE2A,-2.570117006,2.570117006,0.001832209
RP11-293M10.5,-2.567228985,2.567228985,0.005203139
FGF13,-2.564072133,2.564072133,4.80042E-12
BPIFC,-2.556175723,2.556175723,7.53325E-15
PRSS3,-2.548337085,2.548337085,0.002875889
C10orf35,-2.506117105,2.506117105,1.37352E-11
BLVRB,-2.47958993,2.47958993,1.18548E-42
TNFRSF10A,-2.473747737,2.473747737,0.00169329
TRIM67,-2.472575793,2.472575793,1.95618E-08
IFI44,-2.444699396,2.444699396,0.000502911
C16orf93,-2.429755294,2.429755294,4.90881E-22
BHMT,-2.407320071,2.407320071,0.003009017
TMEM130,-2.401283284,2.401283284,7.10118E-05
ADAM15,-2.396983456,2.396983456,0.002322029
C1orf177,-2.395566364,2.395566364,0.000597303
B4GALNT1,-2.377430362,2.377430362,4.82222E-07
IL15RA,-2.361151971,2.361151971,0.000770238
KRTCAP3,-2.336422599,2.336422599,1.94849E-18
ABLIM3,-2.258051549,2.258051549,4.40469E-16
PDZD7,-2.192605197,2.192605197,0.002355452
BTBD11,-2.186530995,2.186530995,1.3633E-44
AC092839.1,-2.183312576,2.183312576,0.007158234
UNKL,-2.18059659,2.18059659,8.8398E-12
ORC6,-2.177251995,2.177251995,0.001180886
CALY,-2.175141813,2.175141813,1.58927E-05
RP11-467J12.4,-2.17054421,2.17054421,0.008358868
AKR1C1,-2.162302639,2.162302639,1.70509E-08
ADAM23,-2.141914196,2.141914196,2.16069E-06
ABCA13,-2.116799614,2.116799614,9.69805E-06
RP11-296A18.3,-2.115635799,2.115635799,3.10814E-06
NME5,-2.109790807,2.109790807,3.25985E-27
CLIC4,-2.10746315,2.10746315,0.007980185
LIMK1,-2.088521794,2.088521794,5.76973E-13
RP11-757F18.5,-2.063993217,2.063993217,0.00012729
P2RX6P,-2.05527067,2.05527067,0.000370085
ABHD4,-2.054440762,2.054440762,7.48405E-13
RP11-9G1.3,-2.042852914,2.042852914,5.02697E-07
ATF3,-2.033601842,2.033601842,6.86416E-05
SH3GL3,-1.968072293,1.968072293,2.1932E-09
NPAS1,-1.967832862,1.967832862,0.007360891
RP11-212P7.3,-1.963357651,1.963357651,2.2106E-07
RFPL1S,-1.962787478,1.962787478,2.07213E-20
RP11-310E22.4,-1.962288503,1.962288503,0.001146849
MAFF,-1.955219752,1.955219752,0.001853501
ZDHHC18,-1.954388542,1.954388542,1.91636E-06
STRA13,-1.950181581,1.950181581,2.05222E-06
AC092839.3,-1.94822835,1.94822835,4.89313E-06
RBM11,-1.935801818,1.935801818,4.70759E-35
RP1-90J20.12,-1.918170506,1.918170506,0.000850152
TMEM161A,-1.902122389,1.902122389,7.59667E-08
HFE,-1.883006493,1.883006493,0.000145253
TNFRSF10B,-1.867248041,1.867248041,5.43516E-13
LUCAT1,-1.858101094,1.858101094,5.51265E-11
CCNB3,-1.856836774,1.856836774,0.000404629
TMEM45B,-1.854863179,1.854863179,0.005071051
C3orf52,-1.854862631,1.854862631,8.64099E-16
PLEKHH2,-1.848039453,1.848039453,3.00959E-22
MICALL2,-1.839451918,1.839451918,7.43632E-12
BCO2,-1.815313302,1.815313302,8.04092E-08
DMGDH,-1.812496561,1.812496561,4.0248E-23
UPP1,-1.801567938,1.801567938,2.38927E-10
RP1-28O10.1,-1.801360419,1.801360419,0.003341754
RP11-410D17.2,-1.79314914,1.79314914,1.44232E-16
HILPDA,-1.775586266,1.775586266,9.83155E-12
AC017002.1,-1.768554846,1.768554846,7.75282E-07
AC093616.4,-1.763249758,1.763249758,0.00290853
RPS14P4,-1.756363181,1.756363181,0.002253424
UBASH3B,-1.748919382,1.748919382,9.9714E-06
NQO2,-1.746793725,1.746793725,8.23339E-20
SDCBP2,-1.746415676,1.746415676,2.10935E-10
TMEM154,-1.73786747,1.73786747,1.20542E-05
NXPE3,-1.71743163,1.71743163,2.32769E-44
SFRP4,-1.704061119,1.704061119,1.84786E-13
FBXO32,-1.702147949,1.702147949,1.77601E-26
CPM,-1.701168172,1.701168172,1.85245E-05
SLC9A9,-1.700948686,1.700948686,2.62546E-56
HMGA1,-1.696555169,1.696555169,2.91304E-05
LINC00152,-1.671977147,1.671977147,1.88825E-33
ROM1,-1.669945313,1.669945313,0.001910107
RP11-945C19.4,-1.666362396,1.666362396,0.002742417
CCDC159,-1.663793792,1.663793792,1.79345E-10
TET3,-1.663257813,1.663257813,2.05667E-21
USHBP1,-1.662341751,1.662341751,5.45686E-14
CLIP2,-1.657636003,1.657636003,5.29409E-13
ANAPC11,-1.656544329,1.656544329,0.002987552
CTH,-1.650992931,1.650992931,0.000223222
RP11-152P17.2,-1.642161482,1.642161482,0.004668053
HBG2,-1.631517063,1.631517063,0.000393888
PPP4R1L,-1.630001461,1.630001461,9.94158E-09
KCTD9,-1.626568364,1.626568364,9.47607E-12
BACH2,-1.626315792,1.626315792,7.74339E-53
KIAA1217,-1.61330981,1.61330981,2.20979E-34
RP11-368L12.1,-1.599148983,1.599148983,0.008925985
FADS3,-1.595327753,1.595327753,0.001373166
KLRD1,-1.583375088,1.583375088,3.05043E-07
GULP1,-1.577642131,1.577642131,2.11971E-08
KCNN3,-1.572196004,1.572196004,1.77708E-05
RP11-310E22.5,-1.568914585,1.568914585,1.31089E-09
STK17A,-1.560114784,1.560114784,6.31657E-12
DNMBP,-1.535912292,1.535912292,8.75227E-07
GBE1,-1.527182213,1.527182213,3.23993E-47
CABP1,-1.522326209,1.522326209,0.001743387
OSGIN1,-1.520448753,1.520448753,0.000700758
GCNT2,-1.508051696,1.508051696,3.6083E-14
AGPAT9,-1.504397388,1.504397388,1.52924E-24
RP11-90K6.1,-1.499923844,1.499923844,0.000811363
C10orf129,-1.499087108,1.499087108,2.39079E-10
PPP4R4,-1.498548347,1.498548347,3.35076E-06
AC131056.3,-1.481619311,1.481619311,0.002825158
SERINC2,-1.481361992,1.481361992,3.10908E-07
AC073479.1,-1.467338775,1.467338775,0.001041038
MDM2,-1.465586949,1.465586949,1.30933E-30
CLIP3,-1.460147538,1.460147538,2.66625E-07
CTIF,-1.456738914,1.456738914,1.61555E-37
SHC4,-1.456700659,1.456700659,0.00058426
RP11-453F18__B.1,-1.453867355,1.453867355,1.71361E-05
CAMK2G,-1.448149483,1.448149483,2.43358E-18
BABAM1,-1.442417771,1.442417771,6.1546E-08
SEL1L3,-1.439696038,1.439696038,1.12046E-16
NIT2,-1.434456449,1.434456449,4.49475E-18
KBTBD8,-1.429045188,1.429045188,0.001629358
BAIAP2L1,-1.413983771,1.413983771,9.05564E-25
MLTK,-1.404109302,1.404109302,0.000913899
IDE,-1.398111529,1.398111529,1.04586E-35
MDM1,-1.388419991,1.388419991,5.14471E-05
CASP8,-1.387188348,1.387188348,0.000276922
ZNF771,-1.386491755,1.386491755,0.000886471
ADD3,-1.383196672,1.383196672,2.27368E-31
PRDX6,-1.379097294,1.379097294,2.17192E-07
GCNT3,-1.378239977,1.378239977,3.35095E-06
RRAS2,-1.375591188,1.375591188,4.62804E-11
MX1,-1.374941407,1.374941407,1.16919E-06
GPR39,-1.373265181,1.373265181,1.20162E-10
CTD-2026D20.2,-1.37165985,1.37165985,3.02327E-05
TSACC,-1.368755285,1.368755285,2.57275E-11
IL15,-1.366083715,1.366083715,6.35266E-05
RAB36,-1.363132034,1.363132034,0.001170526
AC093110.3,-1.361927877,1.361927877,0.003380193
RP11-803D5.4,-1.356639853,1.356639853,0.000742858
MLLT11,-1.355151769,1.355151769,8.64099E-16
EPDR1,-1.35191112,1.35191112,1.42331E-18
RELL2,-1.351645273,1.351645273,3.87744E-05
SPTBN1,-1.350439632,1.350439632,5.07243E-39
GK,-1.347755744,1.347755744,9.36603E-14
HELB,-1.34760062,1.34760062,8.25533E-12
GSR,-1.339088989,1.339088989,8.41768E-24
SETD8,-1.331743682,1.331743682,2.92569E-14
TAF4B,-1.329684274,1.329684274,0.006181975
CEP290,-1.32366399,1.32366399,2.28598E-31
TALDO1,-1.32201033,1.32201033,3.44581E-15
ANP32E,-1.320576644,1.320576644,5.05063E-09
NRG4,-1.318681462,1.318681462,1.2769E-08
E2F3,-1.315873621,1.315873621,1.09344E-25
GPX3,-1.307646759,1.307646759,2.98665E-07
ARHGAP22,-1.307011615,1.307011615,1.45911E-12
MIR4435-1HG,-1.303942639,1.303942639,1.6635E-102
CASP4,-1.30350987,1.30350987,3.03186E-06
AC068491.2,-1.302320374,1.302320374,0.000260936
PSMD13,-1.301743539,1.301743539,4.13404E-21
MID1,-1.301296125,1.301296125,6.16928E-29
SUDS3,-1.299441261,1.299441261,1.12575E-24
ALKBH6,-1.298740967,1.298740967,1.10577E-06
IDH1,-1.297005627,1.297005627,1.15805E-14
SLC51A,-1.294523917,1.294523917,0.000591691
NEAT1,-1.290282779,1.290282779,1.11561E-17
PSMB4,-1.287421347,1.287421347,0.003578426
TRIB3,-1.286313224,1.286313224,5.20372E-05
FAM219A,-1.286218322,1.286218322,3.96751E-67
MITF,-1.284895126,1.284895126,4.73664E-09
PSMB3,-1.277227508,1.277227508,5.97497E-11
RPS6KC1,-1.277155698,1.277155698,6.82914E-62
FLYWCH1,-1.277013582,1.277013582,1.26909E-15
MSN,-1.275108893,1.275108893,2.68724E-07
MAN2B1,-1.274394965,1.274394965,1.29281E-07
SLC10A7,-1.271477,1.271477,3.31999E-32
SOD1,-1.268532416,1.268532416,3.35277E-06
ANXA2,-1.266939251,1.266939251,2.85178E-29
KIAA1522,-1.264297683,1.264297683,0.000166847
SPNS2,-1.262928223,1.262928223,0.004503378
LRP8,-1.262073256,1.262073256,0.000912281
CYB5R1,-1.25957358,1.25957358,9.2621E-10
SSH1,-1.259506881,1.259506881,1.78615E-39
AC003088.1,-1.257013981,1.257013981,0.000653214
CD6,-1.257012141,1.257012141,0.006269471
NECAB3,-1.256725893,1.256725893,0.000924518
MGAT5,-1.253121537,1.253121537,3.5158E-17
AC103965.1,-1.248645102,1.248645102,0.006727602
RRM1,-1.247965539,1.247965539,5.82427E-12
REST,-1.244982476,1.244982476,0.003557328
TATDN1,-1.244800608,1.244800608,1.64139E-33
PEG10,-1.239048529,1.239048529,9.65611E-10
NEDD4,-1.234497287,1.234497287,6.10296E-08
RP11-511B23.2,-1.225788335,1.225788335,9.77779E-05
RP11-620J15.3,-1.222560599,1.222560599,0.002097344
CDH26,-1.221335802,1.221335802,6.15073E-06
PLK1S1,-1.217941932,1.217941932,1.58507E-17
RP11-486A14.2,-1.216222076,1.216222076,3.54833E-06
ERI3,-1.212938746,1.212938746,2.83307E-20
SYT2,-1.212417901,1.212417901,0.004660031
AR,-1.203083102,1.203083102,0.00010021
RTN3,-1.202904512,1.202904512,9.39172E-54
PELI3,-1.201551935,1.201551935,0.009723575
RNF144B,-1.201393246,1.201393246,0.001402658
LY96,-1.19875745,1.19875745,0.002655512
PSME4,-1.196776358,1.196776358,7.13255E-38
LURAP1L,-1.191959268,1.191959268,2.07213E-20
PHKB,-1.18983532,1.18983532,5.09131E-52
UBE2Q2P3,-1.187425862,1.187425862,0.000476636
UBR4,-1.186203993,1.186203993,4.66491E-33
NDRG3,-1.185181907,1.185181907,1.08375E-09
AC074391.1,-1.184130234,1.184130234,1.194E-16
NOXRED1,-1.181197296,1.181197296,2.11554E-08
UCHL1-AS1,-1.179466639,1.179466639,0.000720542
NUDT12,-1.17899336,1.17899336,3.06349E-09
KIF1A,-1.178931171,1.178931171,4.08031E-25
NFE2L3,-1.178004482,1.178004482,6.10626E-07
ORC3,-1.175241867,1.175241867,5.94103E-33
LRRK2,-1.169801603,1.169801603,5.3497E-05
AIFM2,-1.168063501,1.168063501,4.79615E-07
UFD1L,-1.167942019,1.167942019,2.57804E-19
AC002116.7,-1.166592227,1.166592227,0.008638779
RP4-777D9.2,-1.165576212,1.165576212,0.001809619
POP1,-1.164122329,1.164122329,1.01726E-12
PGD,-1.163829038,1.163829038,6.57353E-08
SLC16A10,-1.163021921,1.163021921,3.26826E-12
RAD9A,-1.161992166,1.161992166,0.003032304
SPP1,-1.159773864,1.159773864,0.001343498
RP11-711K1.8,-1.158848199,1.158848199,1.09159E-21
TMEM205,-1.155629484,1.155629484,1.97252E-06
ATP2B4,-1.15512339,1.15512339,4.72852E-10
PSMB6,-1.154709953,1.154709953,1.56629E-07
SQSTM1,-1.152037061,1.152037061,2.30548E-27
BAG2,-1.147106266,1.147106266,1.2075E-07
GLIPR1L1,-1.146592799,1.146592799,3.30734E-11
TRIM5,-1.140597381,1.140597381,1.09979E-05
UCHL1,-1.137492943,1.137492943,4.22128E-17
FAN1,-1.136595675,1.136595675,4.54634E-20
POLA2,-1.134726726,1.134726726,0.000380379
PSMA2,-1.126878171,1.126878171,8.75544E-05
SCML1,-1.123137511,1.123137511,2.34243E-07
UBE2O,-1.122724044,1.122724044,3.00959E-22
CTD-2066L21.3,-1.117452012,1.117452012,6.34195E-05
XKR9,-1.112214833,1.112214833,3.08376E-07
RGS11,-1.109496677,1.109496677,0.00014676
GCLC,-1.10712418,1.10712418,1.77781E-20
VDAC3,-1.107104217,1.107104217,1.97385E-15
SH3BP5,-1.105919017,1.105919017,4.67778E-05
EPB41,-1.104930432,1.104930432,1.00157E-26
UXS1,-1.104334245,1.104334245,4.26551E-07
TPTE2P6,-1.103340967,1.103340967,8.36614E-05
ME1,-1.100467729,1.100467729,9.90911E-35
POLR3G,-1.098949674,1.098949674,3.59376E-05
RAI14,-1.092904217,1.092904217,2.13804E-10
RP11-1017G21.4,-1.090733475,1.090733475,0.002606177
SNX10,-1.089972369,1.089972369,5.16545E-17
RP5-1044H5.1,-1.08470282,1.08470282,1.66698E-08
RHBDD3,-1.083543857,1.083543857,1.90685E-13
FGD6,-1.083112265,1.083112265,2.25263E-08
RP11-748C4.1,-1.082957935,1.082957935,0.001351117
NPLOC4,-1.081743175,1.081743175,9.90911E-35
MDH1B,-1.081224242,1.081224242,0.000395669
MAP3K8,-1.080595746,1.080595746,0.001844736
NDRG4,-1.079545155,1.079545155,2.00047E-15
C19orf60,-1.077407627,1.077407627,0.00016867
CTD-2292P10.4,-1.076918501,1.076918501,0.000498632
MTHFD1L,-1.073808484,1.073808484,4.27381E-16
NCOA7,-1.072806603,1.072806603,4.21558E-07
HEG1,-1.070246732,1.070246732,0.001340551
AP4B1-AS1,-1.069424266,1.069424266,0.006181975
SPATA5,-1.068939498,1.068939498,1.64836E-24
VEGFA,-1.067956858,1.067956858,1.72707E-27
MAP1A,-1.066829486,1.066829486,1.73358E-10
SPG20,-1.065038607,1.065038607,8.74296E-13
C9orf24,-1.063407302,1.063407302,9.9714E-06
NSFL1C,-1.062978707,1.062978707,1.14908E-15
PCBP3,-1.060776016,1.060776016,2.60016E-19
MPP1,-1.060595296,1.060595296,0.000396723
JAKMIP3,-1.060279766,1.060279766,0.000197152
KPNA2,-1.057167159,1.057167159,0.003779914
PSMA5,-1.056540046,1.056540046,1.11979E-20
TXNRD1,-1.056373545,1.056373545,2.5936E-21
DTNB,-1.055155815,1.055155815,1.76446E-25
MIR7-3HG,-1.054419871,1.054419871,1.06417E-30
TCP11L2,-1.053722116,1.053722116,2.5243E-08
WSB1,-1.05307776,1.05307776,9.3645E-36
NAA25,-1.052774071,1.052774071,2.87193E-31
PFKP,-1.052716662,1.052716662,0.000125453
LMNA,-1.049735509,1.049735509,8.38393E-09
DYNC1I1,-1.049198331,1.049198331,8.31414E-50
PSMB7,-1.047481059,1.047481059,4.01766E-35
DNAJC6,-1.042495116,1.042495116,2.18693E-40
LIN54,-1.039843619,1.039843619,3.65358E-15
CD55,-1.038486589,1.038486589,6.38327E-10
CACHD1,-1.036154006,1.036154006,7.0121E-09
SERTAD2,-1.034238666,1.034238666,2.21846E-08
FOPNL,-1.032490021,1.032490021,5.41857E-07
NSMAF,-1.03174639,1.03174639,5.56632E-23
WFS1,-1.031087392,1.031087392,0.001833971
ARRDC4,-1.030380565,1.030380565,9.34064E-05
BBS4,-1.029386299,1.029386299,5.23436E-12
BLOC1S2,-1.026323459,1.026323459,6.31522E-07
PSMC4,-1.025960205,1.025960205,5.51882E-07
PSMD14,-1.023810624,1.023810624,1.47346E-51
RMND5A,-1.023648802,1.023648802,1.31918E-14
CNGA3,-1.022988768,1.022988768,0.000491699
PHF11,-1.019329462,1.019329462,2.19296E-06
POC5,-1.017047496,1.017047496,8.34404E-16
FAM69A,-1.016469617,1.016469617,2.1847E-07
STOM,-1.015559138,1.015559138,0.00154369
PRB1,-1.013797548,1.013797548,0.005675705
NAPB,-1.012277722,1.012277722,2.38817E-13
KIAA0513,-1.012179217,1.012179217,1.19425E-05
AGPAT5,-1.011561169,1.011561169,1.98218E-16
KIAA1841,-1.00975625,1.00975625,3.08688E-19
LPXN,-1.009624932,1.009624932,1.4184E-10
P4HA3,-1.009263606,1.009263606,0.00048366
ABHD3,-1.009258645,1.009258645,4.85737E-36
LMCD1,-1.007706597,1.007706597,5.02262E-05
TNFRSF12A,-1.004981758,1.004981758,0.002787074
SLC38A6,-1.001707488,1.001707488,2.83307E-20
COLQ,-1.000742778,1.000742778,9.67783E-08
PARP4,-0.987213152,0.987213152,7.11119E-15
ITPKC,-0.986542025,0.986542025,2.76554E-06
CLPB,-0.985169862,0.985169862,1.56592E-05
CTD-2541M15.1,-0.984227174,0.984227174,1.62248E-16
SLC22A15,-0.981193831,0.981193831,1.4204E-16
GINS3,-0.980636418,0.980636418,0.004969005
SLMAP,-0.979270682,0.979270682,8.68137E-29
INO80B,-0.979222649,0.979222649,0.002595371
AC013472.4,-0.977498661,0.977498661,0.000896686
MAST1,-0.97700567,0.97700567,2.37481E-07
CREM,-0.975929238,0.975929238,1.1229E-20
BDH1,-0.974560063,0.974560063,4.24303E-09
ZNF680,-0.972492996,0.972492996,3.91333E-09
TSPAN9,-0.968711504,0.968711504,1.46905E-10
TLDC1,-0.96815153,0.96815153,0.000635444
SLC9C1,-0.966075058,0.966075058,8.85102E-11
AC141586.5,-0.965367324,0.965367324,5.82295E-06
KIF21A,-0.965184611,0.965184611,9.11665E-48
RP1-111C20.4,-0.964751148,0.964751148,4.13941E-11
GPI,-0.963823401,0.963823401,2.02928E-09
KCNAB2,-0.956952241,0.956952241,1.39598E-05
SHC1,-0.953673193,0.953673193,0.000462266
FAT4,-0.949731614,0.949731614,1.12236E-06
NBPF1,-0.948494366,0.948494366,5.37931E-07
ACOT13,-0.948247982,0.948247982,1.36727E-12
PSMD4,-0.947992044,0.947992044,1.7293E-11
CPEB1,-0.946602671,0.946602671,2.12521E-15
PSMD2,-0.946558689,0.946558689,3.01654E-05
BRF2,-0.944371711,0.944371711,0.005482121
IGHMBP2,-0.943380708,0.943380708,5.96596E-05
RP11-373N22.3,-0.941439866,0.941439866,6.58426E-12
UBC,-0.936588076,0.936588076,1.24345E-05
MAP3K14,-0.935195967,0.935195967,9.80296E-14
MKNK2,-0.933220168,0.933220168,0.000195067
RP11-3B12.1,-0.932838675,0.932838675,0.000215842
ACADVL,-0.931963343,0.931963343,2.04128E-09
PALM2,-0.931334645,0.931334645,9.48134E-08
AKAP12,-0.93117579,0.93117579,2.08863E-06
LRRFIP2,-0.929796714,0.929796714,1.17036E-41
XPOT,-0.929727346,0.929727346,1.02001E-10
SLC30A6,-0.929661393,0.929661393,8.31428E-20
TFDP2,-0.92892324,0.92892324,9.3525E-15
SCPEP1,-0.92598146,0.92598146,1.241E-08
TTC1,-0.924697038,0.924697038,5.42724E-30
THSD7A,-0.923453657,0.923453657,7.60067E-12
RP11-472M19.2,-0.92342757,0.92342757,0.000869913
AGTPBP1,-0.921223903,0.921223903,9.07921E-32
PCYT1A,-0.919339661,0.919339661,3.64886E-06
SPATA18,-0.919028979,0.919028979,3.6904E-05
SESN2,-0.916863573,0.916863573,0.000253431
REEP1,-0.914790281,0.914790281,4.28776E-06
VRK3,-0.914010824,0.914010824,4.14309E-06
UBE2K,-0.912488072,0.912488072,4.81558E-27
NSUN5P1,-0.909871133,0.909871133,3.73269E-05
EPS8,-0.90981998,0.90981998,0.000433766
PLA2G12A,-0.908788539,0.908788539,2.74812E-13
ISCU,-0.908387713,0.908387713,0.003939188
DDIT4,-0.907338389,0.907338389,0.002645024
C18orf42,-0.906528164,0.906528164,1.51878E-05
RP11-111A22.1,-0.905472291,0.905472291,0.000369919
RMND5B,-0.905342758,0.905342758,9.47838E-11
KIAA0319,-0.904822642,0.904822642,2.60927E-27
RP11-1H15.2,-0.904550218,0.904550218,9.73382E-06
ZRANB2-AS2,-0.904515684,0.904515684,1.00357E-33
DAP3,-0.903586575,0.903586575,2.06413E-05
NDRG1,-0.900867327,0.900867327,0.00034137
PELO,-0.900373759,0.900373759,0.005482121
KIAA1715,-0.89893105,0.89893105,4.15606E-16
DDX50P1,-0.898658808,0.898658808,0.009317288
CCDC171,-0.897519747,0.897519747,5.54032E-05
NEDD4L,-0.895303165,0.895303165,1.48554E-26
WWP1,-0.894459366,0.894459366,1.06436E-21
TCF7,-0.89285529,0.89285529,0.001115187
ERC2,-0.89185478,0.89185478,5.52971E-10
ANKEF1,-0.891771708,0.891771708,4.25229E-05
MICU1,-0.890303922,0.890303922,1.99319E-32
CAPS2,-0.89021482,0.89021482,1.05305E-18
RP11-434C1.1,-0.890210091,0.890210091,3.55882E-05
TMEM170A,-0.889560186,0.889560186,0.004293522
ZEB1-AS1,-0.889398969,0.889398969,0.008214677
KCTD5,-0.889281146,0.889281146,0.003787083
TMX3,-0.887999141,0.887999141,2.96577E-11
COPS7A,-0.887882032,0.887882032,0.00900892
PSMD3,-0.886413182,0.886413182,8.58571E-08
KIF5A,-0.885390083,0.885390083,0.000342816
GOLM1,-0.884687507,0.884687507,5.45978E-06
PLEKHA7,-0.884667142,0.884667142,6.62691E-14
GSTT1,-0.883173097,0.883173097,1.14234E-06
STX16,-0.882200845,0.882200845,1.50728E-10
MIR22HG,-0.881688426,0.881688426,8.47232E-08
PRNP,-0.878599062,0.878599062,0.00026122
USP14,-0.878563594,0.878563594,4.51354E-24
DNAJC2,-0.877986563,0.877986563,3.77918E-12
POMP,-0.876852542,0.876852542,1.69306E-12
RP5-1029F21.4,-0.876053112,0.876053112,0.004076719
MAST2,-0.87589516,0.87589516,1.15878E-10
LMCD1-AS1,-0.874274727,0.874274727,9.29687E-28
PSMB2,-0.872835885,0.872835885,2.20016E-17
TTBK2,-0.872389415,0.872389415,2.12915E-19
NCLN,-0.870908014,0.870908014,0.000868029
ZNF746,-0.869585444,0.869585444,2.73244E-05
PRIM2,-0.869028219,0.869028219,4.9375E-12
CCDC82,-0.868898836,0.868898836,0.000174821
VCP,-0.868473202,0.868473202,7.70029E-18
SNRNP48,-0.868016603,0.868016603,4.16381E-07
PFDN4,-0.867049902,0.867049902,0.00236374
TDRP,-0.86683314,0.86683314,6.93207E-08
SLC45A4,-0.865352866,0.865352866,9.95442E-06
RNF103,-0.865328485,0.865328485,0.008968074
ACADSB,-0.86471081,0.86471081,1.79905E-09
BCYRN1,-0.864167206,0.864167206,0.00073456
STARD7,-0.862036627,0.862036627,6.46633E-09
DNM1,-0.861888369,0.861888369,7.57806E-11
PI4K2B,-0.861468517,0.861468517,4.6114E-20
VAT1,-0.861147447,0.861147447,5.97057E-05
FAM110B,-0.860536039,0.860536039,0.003011459
FANCM,-0.858191499,0.858191499,6.32165E-05
DNAJC21,-0.857409987,0.857409987,2.37481E-07
TTC28-AS1,-0.856325674,0.856325674,1.46019E-08
ZNF558,-0.856285854,0.856285854,0.000655101
PSMC6,-0.85473503,0.85473503,3.77265E-16
LINC00884,-0.853089859,0.853089859,9.65691E-09
C17orf89,-0.852658333,0.852658333,0.00060954
INTS10,-0.84956304,0.84956304,1.17633E-11
GPSM2,-0.847489232,0.847489232,1.40321E-05
CC2D1A,-0.84719026,0.84719026,0.000626991
TBK1,-0.846567491,0.846567491,8.64099E-16
RPTOR,-0.840521346,0.840521346,7.73748E-20
CLU,-0.839548679,0.839548679,5.8249E-05
RCC2,-0.838912786,0.838912786,0.001173715
KIAA1549,-0.838661928,0.838661928,2.11108E-06
KCTD6,-0.835843629,0.835843629,0.000964032
VASP,-0.834721946,0.834721946,0.001058979
HINT1,-0.83394344,0.83394344,2.90324E-06
GLRX3,-0.83193398,0.83193398,2.9064E-17
PARK2,-0.831728777,0.831728777,2.03093E-17
UBR3,-0.830926177,0.830926177,1.96082E-31
YIPF1,-0.829002255,0.829002255,0.000481102
TBCA,-0.828849164,0.828849164,3.4198E-29
MAPK9,-0.828779581,0.828779581,3.71697E-07
SRGAP3,-0.828394846,0.828394846,6.56555E-09
PSMD11,-0.827518657,0.827518657,2.66759E-14
FAM173B,-0.825696952,0.825696952,1.95082E-07
P2RX6,-0.823032938,0.823032938,0.005035368
BEND7,-0.820972665,0.820972665,1.07138E-07
CEP70,-0.820386127,0.820386127,2.17716E-11
PSMD6,-0.819681513,0.819681513,1.19696E-06
MPP7,-0.81912087,0.81912087,1.30976E-16
LMLN,-0.818011485,0.818011485,7.95511E-06
ZCCHC17,-0.816382813,0.816382813,2.16476E-08
TRMT2B,-0.81617436,0.81617436,0.005107295
EZH1,-0.816067229,0.816067229,3.35095E-06
NSUN3,-0.815849709,0.815849709,1.55963E-11
PLS3,-0.815516413,0.815516413,0.009581693
SMAD3,-0.812415517,0.812415517,0.009677329
EIF4E3,-0.811545427,0.811545427,2.06413E-05
FAM3B,-0.81069055,0.81069055,0.00072142
HSPA9,-0.809553023,0.809553023,1.05575E-18
ARPP19,-0.809499238,0.809499238,8.46538E-14
HTR2B,-0.809180955,0.809180955,0.006782365
RCAN1,-0.808032995,0.808032995,6.67835E-05
RP11-123O10.4,-0.806821847,0.806821847,3.72117E-10
DYNC1H1,-0.805973541,0.805973541,3.00959E-22
ABCB8,-0.804805817,0.804805817,3.48851E-06
ZBTB7B,-0.802912464,0.802912464,0.006587977
ATF6B,-0.802887438,0.802887438,0.000466031
OSBPL10,-0.80262187,0.80262187,4.06171E-20
